VRSTA SMJESTAJA,PODRUCJE,LOKACIJA,BROJ SPAVACIH SOBA,BROJ KUPATILA,CIJENA,STAMBENA POVRSINA,ZEMLJISTE,PARKING MJESTA,OD MORA,NOVOGRADNJA,KLIMA,NASLOV,OPIS,OGLASIO,MOBILNI,BROJ OGLASA,ZADNJA PROMJENA,SLIKE,URL
Prodajem Hotel,Budva Okolina,Sveti Stefan,9,Nema Podataka,Nema Podataka,320 m,620 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Sveti Stefan, Budva Okolina",Apartmani u vili se nalaze samo 300 metara od plaže u Svetom Stefanu.,https://westhill.me/cr/object/3561Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414218 (3561),"8 Oct, 2020","/c_images/2414218_1_big_157824048.jpg,/c_images/2414218_2_big_156134214.jpg,/c_images/2414218_3_big_85354668.jpg,/c_images/2414218_4_big_156134345.jpg",https://www.realitica.com/hr/listing/2414218
Prodajem Hotel,Budva,Nema Podataka,8,Nema Podataka,€305.000,230 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Budva, €305.000","Na spratu je 8 apartmana od 24 m2, 33 m2, 35 m2, 36 m2, 38 m2 i 57 m2.",https://westhill.me/cr/object/3546Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414212 (3546),"8 Oct, 2020","/c_images/2414212_1_big_nekretninemenadzercg_1___BlFsfJvDJdQ___.jpg,/c_images/2414212_2_big_nekretninemenadzercg_2___BlFsfJvDJdQ___.jpg,/c_images/2414212_3_big_nekretninemenadzercg_7___BlFsfJvDJdQ___.jpg,/c_images/2414212_4_big_nekretninemenadzercg_8___BlFsfJvDJdQ___.jpg",https://www.realitica.com/hr/listing/2414212
Prodajem Hotel,Budva,Nema Podataka,8,Nema Podataka,€590.000,340 m,110 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Budva, €590.000","Hotel se nalazi u Budvi, na 10 minuta hoda od mora i 15 minuta hoda od povijesnog centra Budve - starog grada. Landmark - restoran nacionalne i evropske kuhinje Zlatibor. U blizini se nalazi trgovina i pekara. Na svakoj od četiri etaže nalaze se dvije sobe s vlastitom kuhinjom i balkonom. Sve sobe su opremljene klima uređajem, bojlerom, sušilom za kosu, modernim televizorima, satelitskim emitiranjem sa ruskim kanalima. Kuhinja je opremljena setom posuđa, ima hladnjak i štednjak na dodir.",https://westhill.me/cr/object/3504Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414183 (3504),"8 Oct, 2020","/c_images/2414183_1_big__MG_6120.JPG,/c_images/2414183_2_big_IMG131401.jpg,/c_images/2414183_3_big_IMG131455.jpg,/c_images/2414183_4_big_IMG131548.jpg",https://www.realitica.com/hr/listing/2414183
Prodajem Hotel,Budva Okolina,Bečići,16,Nema Podataka,€830.000,593 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bečići, Budva Okolina, €830.000","Spreman biznis u Bečićima, koji uključuje apartmane, trgovačko ime, sav potreban sadržaj za realizaciju aktivnosti, aktuelne rezervacije, promotivne proizvode i organizovani klerički rad, ostalo.",https://westhill.me/cr/object/3489Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414171 (3489),"8 Oct, 2020","/c_images/2414171_1_big_FB_IMG_1542274911633_1.jpg,/c_images/2414171_2_big_16830844_1856322054656909_510584329791362272_n.jpg,/c_images/2414171_3_big_16807735_1856321957990252_7939147687033219067_n.jpg,/c_images/2414171_4_big_16641120_1856322001323581_6367879228376745135_n.jpg",https://www.realitica.com/hr/listing/2414171
Prodajem Hotel,Ulcinj,Ada Bojana,55,Nema Podataka,€2.200.000,3.000 m,2.750 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Ada Bojana, Ulcinj, €2.200.000","Hotel od 3.000 m2 nalazi se u mirnom dijelu Ulcinja, okružen zelenilom i obiteljskim kućama.",https://westhill.me/cr/object/3485Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414168 (3485),"8 Oct, 2020","/c_images/2414168_1_big_130816566.jpg,/c_images/2414168_2_big_103779609.jpg,/c_images/2414168_3_big_103797769.jpg,/c_images/2414168_4_big_103834092.jpg",https://www.realitica.com/hr/listing/2414168
Prodajem Hotel,Budva,Stari Grad,16,Nema Podataka,€1.100.000,525 m,600 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Stari Grad, Budva, €1.100.000","Samo jedna ulica dijeli objekat od centra, TQ plaza šoping mola, pošte i puta za Stari grad. ",https://westhill.me/cr/object/3467Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414162 (3467),"8 Oct, 2020","/c_images/2414162_1_big_DSC_0192.JPG,/c_images/2414162_2_big_IMG_4114.jpg,/c_images/2414162_3_big_IMG_4124.jpg,/c_images/2414162_4_big_IMG_4131.jpg",https://www.realitica.com/hr/listing/2414162
Prodajem Hotel,Budva Okolina,Petrovac,12,Nema Podataka,€550.000,500 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Petrovac, Budva Okolina, €550.000",Velika investicija!,https://westhill.me/cr/object/3447Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414151 (3447),"8 Oct, 2020","/c_images/2414151_1_big_14379520.jpg,/c_images/2414151_2_big_91994834.jpg,/c_images/2414151_3_big_91994870.jpg,/c_images/2414151_4_big_91994916.jpg",https://www.realitica.com/hr/listing/2414151
Prodajem Hotel,Ulcinj,Velika Plaža,51,Nema Podataka,€1.780.000,1.750 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Velika Plaža, Ulcinj, €1.780.000","Hotel se sastoji od 51 sobe. Nudi besplatan bežični internet, grijani otvoreni bazen, terasu za sunčanje, bar i restoran. Besplatni privatni parking je dostupan na licu mesta.",https://westhill.me/cr/object/3445Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414150 (3445),"8 Oct, 2020","/c_images/2414150_1_big_103535992.jpg,/c_images/2414150_2_big_89173678.jpg,/c_images/2414150_3_big_89173674.jpg,/c_images/2414150_4_big_103535968.jpg",https://www.realitica.com/hr/listing/2414150
Prodajem Hotel,Bar,Dobre Vode,18,Nema Podataka,€340.000,480 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Dobre Vode, Bar, €340.000","Svaki apartman ima vlastitu kuhinju, kupaonicu s tušem.",https://westhill.me/cr/object/3348Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414094 (3348),"8 Oct, 2020","/c_images/2414094_1_big_IMG_0031.JPG,/c_images/2414094_2_big_IMG_0027.JPG,/c_images/2414094_3_big_IMG_0026.JPG,/c_images/2414094_4_big_IMG_0028.JPG",https://www.realitica.com/hr/listing/2414094
Prodajem Hotel,Bar,Dobre Vode,3,Nema Podataka,€190.000,170 m,150 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Dobre Vode, Bar, €190.000","Zgrada se sastoji od tri etaže, ukupne površine zgrade je 170 m2, plus dodatna soba u suterenu.",https://westhill.me/cr/object/3347Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414093 (3347),"8 Oct, 2020","/c_images/2414093_1_big_162073034.jpg,/c_images/2414093_2_big_162072490.jpg,/c_images/2414093_3_big_162072088.jpg,/c_images/2414093_4_big_162073136.jpg",https://www.realitica.com/hr/listing/2414093
Prodajem Hotel,Kotor,Perast,11,Nema Podataka,€4.000.000,960 m,1.134 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Perast, Kotor, €4.000.000",Raspon površina apartmana: 36m2-98m2;,https://westhill.me/cr/object/3877Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414044 (3877),"8 Oct, 2020","/c_images/2414044_1_big_1.jpg,/c_images/2414044_2_big_12.jpg,/c_images/2414044_3_big_11.jpg,/c_images/2414044_4_big_16.jpg",https://www.realitica.com/hr/listing/2414044
Prodajem Hotel,Bar,Nema Podataka,10,Nema Podataka,€430.000,500 m,600 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bar, €430.000","Mini hotel 500m2 sa 10 apartmana u Sutomoru, Bar. Hotel se nalazi na parceli od 600m2 sa parkingom za 9 automobila. Izgrađen u 2015. godini. Na prvom spratu je apartman od 50m2 sa zasebnom spavaćom sobom. Na drugom spratu stan od 120m2 sa zasebnom spavaćom sobom, dva kupatila, kuhinja, ostava, terase. Na trećem i četvrtom spratu po 4 apartmana. Hotel se uspešno izdaje putem rezervacije. Pogled na planine. Udaljenost do mora je 1100 metara.

",https://westhill.me/cr/object/3239Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2414028 (3239),"8 Oct, 2020","/c_images/2414028_1_big_1710467_img-e8a1f4fd698887fa4165b5e6823f65ef-v.jpg,/c_images/2414028_2_big_1710467_img-d6a9e0329b23b0fa0b5faab32b6396a7-v.jpg,/c_images/2414028_3_big_1710467_img-ea736d7260acae20c388b463d6ecd27b-v.jpg,/c_images/2414028_4_big_1710467_img-faf84639483eef546ee721bc72f1cb4b-v.jpg",https://www.realitica.com/hr/listing/2414028
Prodajem Hotel,Bar,Čanj,12,Nema Podataka,€350.000,372 m,321 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Čanj, Bar, €350.000","Нotel na tri sprata od 372m2 u  Baru, Čanj, sastoji se od 10 studio apartmana sa balkonima, plus jedan dvosobni stan na trećem spratu sa dva kupatila i dva balkona i pogledom na more. Teritorija je ograđena, ima parking za 2 automobila i mini baštu. U blizini  peščana plaža sa kafićima, restoranima i prodavnicama. Pogodan pristup. Svi apartmani su namješteni. Gradske komunikacije (voda, kanalizacija, struja), kablovska televizija. Udaljenost od mora 400 metara.

",https://westhill.me/cr/object/3183Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413993 (3183),"8 Oct, 2020","/c_images/2413993_1_big_1_6.jpg,/c_images/2413993_2_big_unnamed.jpg,/c_images/2413993_3_big_1_2.jpg,/c_images/2413993_4_big_1_11.jpg",https://www.realitica.com/hr/listing/2413993
Prodajem Hotel,Herceg Novi,Bijela,12,Nema Podataka,€2.800.000,1.000 m,800 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bijela, Herceg Novi, €2.800.000","Hotel BELA ROZA 4 * nalazi se u Crnoj Gori, na obali Bokokotorskog zaliva, u Bijeloj.",https://westhill.me/cr/object/3101Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413940 (3101),"8 Oct, 2020","/c_images/2413940_1_big_hotelbelaroza.jpeg,/c_images/2413940_2_big_balkon_restoran.jpeg,/c_images/2413940_3_big_terasa1.jpeg,/c_images/2413940_4_big_resroran.jpeg",https://www.realitica.com/hr/listing/2413940
Prodajem Hotel,Bar,Zeleni Pojas,15,Nema Podataka,€1.529.000,956 m,855 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Zeleni Pojas, Bar, €1.529.000","Novi mini-hotel sa 15 soba nalazi se na 50 metara od mora u Baru, Zeleni Pojas. Izgrađen 2020. Hotel se sastoji od 15 soba sa kuhinjama, terasama, kupatilom. Na svakom su spratu 4 apartmana. U prizemlju - recepcija i 3 sobe. Ima bazen i parking za 15 automobila. Gradsko vodosnabdevanje, struja. Setaliste sa mnogo kafića, restorana i sezonskih prodavnica udaljeno na 200 metara od hotela. Do centra grada 3 km. Površina zgrade 956 m2, površina zemljišta 855 m2.

",https://westhill.me/cr/object/4386Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413936 (4386),"8 Oct, 2020","/c_images/2413936_1_big_33.jpeg,/c_images/2413936_2_big_31.jpeg,/c_images/2413936_3_big_30.jpeg,/c_images/2413936_4_big_16.jpeg",https://www.realitica.com/hr/listing/2413936
Prodajem Hotel,Budva,Nema Podataka,14,Nema Podataka,€751.000,469 m,404 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Budva, €751.000",Spremni hotelski posao u Budvi.,https://westhill.me/cr/object/4155Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413909 (4155),"8 Oct, 2020","/c_images/2413909_1_big_DSC_0145.JPG,/c_images/2413909_2_big_DSC_0142.JPG,/c_images/2413909_3_big_DSC_0132.JPG,/c_images/2413909_4_big_DSC_0134.JPG",https://www.realitica.com/hr/listing/2413909
Prodajem Hotel,Bar,Nema Podataka,10,Nema Podataka,€900.000,900 m,1.280 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bar, €900.000","Mini-hotel sa 10 soba smešten u Bjelisima. Površina placa je 1280 kvadrata,u prizemlju su dva dvosobna stana, I-sprat 3 jednosobna stana, II-sprat 3 jednosobna stana i III - sprat su dva studio apartmana od po 29 kvadrata. Svi apartmani su namešteni, opremljeni aparatima, TV-om i internetom. Objekat je izgrađen 2015. godine i uspješno je izdaje se turistima. Mirno stambeno područje s razvijenom infrastrukturom. Pogled na more sa gornjeg sprata i planine. Prostrani parking ispred zgrade, ograđeni plac, roštilj. Moguće instalirati bazen.",https://westhill.me/cr/object/4374Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413906 (4374),"8 Oct, 2020","/c_images/2413906_1_big_75492245.jpg,/c_images/2413906_2_big_155466589.jpg,/c_images/2413906_3_big_75492822.jpg,/c_images/2413906_4_big_75492760.jpg",https://www.realitica.com/hr/listing/2413906
Prodajem Hotel,Bar,Sutomore,9,Nema Podataka,€330.000,380 m,486 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Sutomore, Bar, €330.000",Površina zemljišta 486 m2,https://westhill.me/cr/object/2922Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413171 (2922),"8 Oct, 2020","/c_images/2413171_1_big_031be2f6-7b23-4ef0-9841-fb1ca3d3ed3b.jpg,/c_images/2413171_2_big_42b61f2f-0740-4279-820d-82cca79c8003.jpg,/c_images/2413171_3_big_304cf37e-b384-483f-b76f-4242a927acca.jpg,/c_images/2413171_4_big_445730ba-e667-4818-8d5a-1523700e11f1.jpg",https://www.realitica.com/hr/listing/2413171
Prodajem Hotel,Budva,Nema Podataka,6,Nema Podataka,€800.000,241 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Budva, €800.000","Potpuno opremljen aparthotel za 6 odvojenih apartmana (20 ležaja), uključujući 4 apartmana sa 1 spavaćom sobom i 2 studija. Aparthotel se nalazi na 6. spratu 7-spratne zgrade. Zgrada se nalazi u samom centru Budve, ispod Jadranske magistrale, na samo 200 metara od plaže na ravnom putu, unutar pješačke udaljenosti do svih infrastruktura.",https://westhill.me/cr/object/2875Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413152 (2875),"8 Oct, 2020","/c_images/2413152_1_big_s_150713245660286.jpeg,/c_images/2413152_2_big_s_150713245617184.jpeg,/c_images/2413152_3_big_s_150713245662083.jpeg,/c_images/2413152_4_big_s_150713245685610.jpeg",https://www.realitica.com/hr/listing/2413152
Prodajem Hotel,Bar,Zeleni Pojas,7,Nema Podataka,€320.000,340 m,295 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Zeleni Pojas, Bar, €320.000","Hotel na tri sprata nalazi se u najbližem predgrađu Bara, u oblasti sa četinarskom šumom i pogledom na more - zeleni pojas. Zgrada se nalazi u neposrednoj blizini mora, 3 minute hoda do plaže.",https://westhill.me/cr/object/2796Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413119 (2796),"8 Oct, 2020","/c_images/2413119_1_big_2.jpg,/c_images/2413119_2_big_1.jpg,/c_images/2413119_3_big_8.jpg,/c_images/2413119_4_big_3.jpg",https://www.realitica.com/hr/listing/2413119
Prodajem Hotel,Herceg Novi,Igalo,11,Nema Podataka,€700.000,673 m,350 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Igalo, Herceg Novi, €700.000","Mini hotel sa 11 apartmana + garaža nalazi se na samo 50 metara od plaže. Hotel raspolaže sa 11 potpuno opremljenih apartmana. Udaljenost od mora i šetališta 5 Danica je par minuta. Blizu do Instituta dr Simo Mioševića, plažama od peščara, kao i drugih objekata (restorani, kafići, šopovi, .. itd ..) čine lokaciju još atraktivnijom. Hotelski poslovi su u potpunosti razvijeni i veoma atraktivni za ulaganje.

",https://westhill.me/cr/object/2724Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413109 (2724),"8 Oct, 2020","/c_images/2413109_1_big_7.jpg,/c_images/2413109_2_big_3.jpg,/c_images/2413109_3_big_8.jpg,/c_images/2413109_4_big_6.jpg",https://www.realitica.com/hr/listing/2413109
Prodajem Hotel,Herceg Novi,Meljine,18,Nema Podataka,€6.000.000,842 m,1.139 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Meljine, Herceg Novi, €6.000.000","Hotel se nalazi na prvoj liniji od mora u novom prestižnom području Herceg Novog - Mjeline. U okruženju će se nalaziti ekskluzivni hoteli i kompleksi za jahte. Hotel ima 18 potpuno opremljenih dvokrevetnih i trokrevetnih soba. Restoran za 80 osoba, plaža, bar, terasa okružena morem, igralište, pristanište za male brodove. Hotel već dugi niz godina uspješno posluje, ima visoke ocjene na booking.com

",https://westhill.me/cr/object/3865Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413098 (3865),"8 Oct, 2020","/c_images/2413098_1_big_rr4.jpg,/c_images/2413098_2_big_igraliste1.jpg,/c_images/2413098_3_big_rr22.jpg,/c_images/2413098_4_big_2.jpg",https://www.realitica.com/hr/listing/2413098
Prodajem Hotel,Budva,Nema Podataka,8,Nema Podataka,€2.200.000,1.000 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Budva, €2.200.000",".Ciljati biznis sa kompletnim setom dokumenata Ministarstva turizma Crne Gore i Zajednice Budve, potvrđujući status Aparthotela prema međunarodnom rejtingu **** i ovlastiti servisiranje turista u Crnoj Gori.",https://westhill.me/cr/object/2662Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413093 (2662),"8 Oct, 2020","/c_images/2413093_1_big_20170318_145444.jpg,/c_images/2413093_2_big_20170318_142123.jpg,/c_images/2413093_3_big_20170318_142106.jpg,/c_images/2413093_4_big_20170318_143154.jpg",https://www.realitica.com/hr/listing/2413093
Prodajem Hotel,Herceg Novi,Kumbor,10,Nema Podataka,€850.000,378 m,160 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Kumbor, Herceg Novi, €850.000","Mini-hotel za 40 gostiju u 10 apartmana u Kumboru. Apartmani su kompletno opremljeni, od 2 do 6 kreveta - 4 trosobna apartmana, ostali - studija. Površina objekta je 378 m2, sastoji se od 4 kata. Veličina parcele 160 m2. Mini-hotel se nalazi na drugom redu od mora (20 metara) s prekrasnim pogledom na ulaz u Bokokotorski zaliv i Herceg Novi.

",https://westhill.me/cr/object/2634Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413084 (2634),"8 Oct, 2020","/c_images/2413084_1_big_1.jpg,/c_images/2413084_2_big_19.jpg,/c_images/2413084_3_big_17.jpg,/c_images/2413084_4_big_18.jpg",https://www.realitica.com/hr/listing/2413084
Prodajem Hotel,Bar,Čanj,6,Nema Podataka,€200.000,206 m,400 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Čanj, Bar, €200.000","Kamena kuća iz 17. stoljeća sa bazenom 6k9, pogled na more. U blizini se gradi stambeni kompleks sa infrastrukturom.",https://westhill.me/cr/object/2627Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413082 (2627),"8 Oct, 2020","/c_images/2413082_1_big_12.jpg,/c_images/2413082_2_big_1.jpg,/c_images/2413082_3_big_13.jpg,/c_images/2413082_4_big_9.jpg",https://www.realitica.com/hr/listing/2413082
Prodajem Hotel,Budva Okolina,Bečići,6,Nema Podataka,€600.000,200 m,800 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bečići, Budva Okolina, €600.000","Mini-hotel se nalazi 350 metara od plaže Bečići. Apartmani su kompletno namješteni, opremljeni aparatima, svaka soba ima: klima uređaj, SAT TV, WC, tuš / kada, frižider, fen. Na teritoriji su - velika zajednička kuhinja za goste, bazen, veliki parking, sportsko igralište. U zgrade je i 3-sobni apartman za vlasnika.",https://westhill.me/cr/object/2499Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413046 (2499),"8 Oct, 2020","/c_images/2413046_1_big_2.JPG,/c_images/2413046_2_big_1.JPG,/c_images/2413046_3_big_IMG_6070_l.jpg,/c_images/2413046_4_big_IMG_6080_l.jpg",https://www.realitica.com/hr/listing/2413046
Prodajem Hotel,Kotor,Nema Podataka,10,Nema Podataka,€1.365.000,550 m,100 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Kotor, €1.365.000",Mini hotel sa poslovnim prostorom u prizemlju u centru Kotora.,https://westhill.me/cr/object/2451Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413036 (2451),"8 Oct, 2020","/c_images/2413036_1_big_68954953.jpg,/c_images/2413036_2_big_22817873.jpg,/c_images/2413036_3_big_68953548.jpg,/c_images/2413036_4_big_68954804.jpg",https://www.realitica.com/hr/listing/2413036
Prodajem Hotel,Kotor,Nema Podataka,3,Nema Podataka,€850.000,180 m,60 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Kotor, €850.000",Hostel za 30 osoba u Starom gradu Kotoru.,https://westhill.me/cr/object/2435Westhill Property - Profesionalna Agencija Za Promet Nekretnine.,+382 69 416 426,2413033 (2435),"8 Oct, 2020","/c_images/2413033_1_big_5.jpg,/c_images/2413033_2_big_7.jpg,/c_images/2413033_3_big_2.jpg,/c_images/2413033_4_big_69106748.jpg",https://www.realitica.com/hr/listing/2413033
